Product Name,Product Link,Shop Name,Shop Link,Price,Est. Sales,Est. Revenue,Growth Rate,Est. Total Sales,Total Reviews,Listing Age,Total Favorites,Avg. Reviews,Total Views,Category,Shop Age,Visibility Score,Conversion Rate,Total Shop Sales,Tags,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11,Tag 12,Tag 13
Early Mortgage Payoff Savings Binder | House Down Payments Tracker | A6 Home Renovations Budget Planner| 5k Savings Challenge for Homeowners,https://www.etsy.com/listing/4412451901/early-mortgage-payoff-savings-binder,MoxyDesignsCo,https://www.etsy.com/shop/MoxyDesignsCo,10.00,6,60,0,8,3,8 Mo.,18,0,476,Paper & Party Supplies,36,25,1.68,3041,"budget,savings,budgeting,laminated,cash stuffing,saving challenges,mortage tracker,housepayofftracker,downpayment savings,2026savings,2026savingschallenge,a6binder,a6binderplanner",budget,savings,budgeting,laminated,cash stuffing,saving challenges,mortage tracker,housepayofftracker,downpayment savings,2026savings,2026savingschallenge,a6binder,a6binderplanner
Mortgage Payoff Calculator Excel Template Amortization Schedule Extra Payment Tracker Home Loan Spreadsheet Financial Planning Tool,https://www.etsy.com/listing/4344538071/mortgage-payoff-calculator-excel,ArdentWorkshop,https://www.etsy.com/shop/ArdentWorkshop,9.95,4,38,100,13,17,12 Mo.,62,1,5362,,18,99,0.24,1845,"mortgage payoff,mortgage pay off,loan payoff tracker,mortgage spreadsheet,mortgage calculator,debt spreadsheet,house loan payoff,real estate excel,debt payoff tracker,amortization,debt tracker,loan calculator,financial planner",mortgage payoff,mortgage pay off,loan payoff tracker,mortgage spreadsheet,mortgage calculator,debt spreadsheet,house loan payoff,real estate excel,debt payoff tracker,amortization,debt tracker,loan calculator,financial planner
"Debt Tracker Printable Personal Ring Inserts Student Loan Debt Payoff Planner, Card Debt Journal, Debt Repayment Tracker, Digital Download",https://www.etsy.com/listing/1426284001/debt-tracker-printable-personal-ring,Monthlyjoy,https://www.etsy.com/shop/Monthlyjoy,3.40,10,34,0,57,6,41 Mo.,30,0,951,Paper & Party Supplies,66,0,5.99,24015,"debt tracker,debt snowball,personal planner,money management,student loan payoff,debt organizer,mortgage tracker,printable inserts,filofax personal,binder planner pdf,credit card debt log,debt planner sheet,financial planning",debt tracker,debt snowball,personal planner,money management,student loan payoff,debt organizer,mortgage tracker,printable inserts,filofax personal,binder planner pdf,credit card debt log,debt planner sheet,financial planning
Making Moves Moving Prep Moving Day Planner Stickers,https://www.etsy.com/listing/980389621/making-moves-moving-prep-moving-day,SparkleShineStudios,https://www.etsy.com/shop/SparkleShineStudios,3.95,8,32,0,311,71,64 Mo.,310,1,5959,Paper & Party Supplies,84,36,5.22,83820,"mortgage,renting,new house,moving day,quarantine stickers,b6 planner,printpression,ring planner,personal planner,hobonichi,happy planner,bullet journal,planner stickers",mortgage,renting,new house,moving day,quarantine stickers,b6 planner,printpression,ring planner,personal planner,hobonichi,happy planner,bullet journal,planner stickers
Debt Payoff Tracker Debt Snowball Avalanche Calculator for Google Sheets | Debt Free Planner Loan Tracker Credit Card Payoff Custom Chart,https://www.etsy.com/listing/1412009999/debt-payoff-tracker-debt-snowball,TheWeeklyCrew,https://www.etsy.com/shop/TheWeeklyCrew,7.36,4,29,200,8563,707,41 Mo.,2124,17,85177,Paper & Party Supplies,49,100,10.05,153206,"debt payment tracker,debt snowball,debt avalanche,debt payoff planner,debt calculator,loan payoff tracker,credit card debt,mortgage payoff,student loan debt,financial planner,personal finance,debt google sheets,snowball method",debt payment tracker,debt snowball,debt avalanche,debt payoff planner,debt calculator,loan payoff tracker,credit card debt,mortgage payoff,student loan debt,financial planner,personal finance,debt google sheets,snowball method
"Glitter House Stickers, Envelope Seals, craft supply, 1/2-2in",https://www.etsy.com/listing/606130651/glitter-house-stickers-envelope-seals,PolkaDotssandMore,https://www.etsy.com/shop/PolkaDotssandMore,4.87,6,29,0,51,9,99 Mo.,117,0,1610,Paper & Party Supplies,132,0,3.17,40327,"gold envelope seal,invitation seal,housewarming party,glitter house icon,gold house stickers,planner stickers,mortgage sticker,new house sticker,house warming gift,real estate agent,first home sticker,new address we moved,realtor architect",gold envelope seal,invitation seal,housewarming party,glitter house icon,gold house stickers,planner stickers,mortgage sticker,new house sticker,house warming gift,real estate agent,first home sticker,new address we moved,realtor architect
Debt Snowball Spreadsheet Google Sheet Excel Debt Payoff Tracker Debt Snowball Calculator Student Loan Payoff House Debt Payoff Credit Cards,https://www.etsy.com/listing/1448178154/debt-snowball-spreadsheet-google-sheet,PrioriDigitalStudio,https://www.etsy.com/shop/PrioriDigitalStudio,6.22,4,25,0,2013,201,39 Mo.,560,5,23522,Paper & Party Supplies,40,100,8.56,167903,"finance planner,excel spreadsheet,debt google sheets,debt spreadsheet,debt payoff tracker,budget planner,personal finance,loan payoff,mortgage payoff,debt snowball excel,debt tracker excel,budget spreadsheet,monthly budget",finance planner,excel spreadsheet,debt google sheets,debt spreadsheet,debt payoff tracker,budget planner,personal finance,loan payoff,mortgage payoff,debt snowball excel,debt tracker excel,budget spreadsheet,monthly budget
"Budget Spreadsheet | Debt Payoff Tracker for Google Sheets, Snowball Calculator, Budget Spreadsheet",https://www.etsy.com/listing/1734431000/debt-payoff-tracker-google-sheets-debt,PLANCONCEPT,https://www.etsy.com/shop/PLANCONCEPT,11.49,3,24,0,64,4,25 Mo.,52,0,1133,Paper & Party Supplies,52,25,5.65,70454,"budget spreadsheet,budget planner,debt payoff tracker,debt snowball,debt tracker,budget template,google sheets budget,digital budget,financial planner,budget tracker,mortgage tracker,debt calculator,expense tracker",budget spreadsheet,budget planner,debt payoff tracker,debt snowball,debt tracker,budget template,google sheets budget,digital budget,financial planner,budget tracker,mortgage tracker,debt calculator,expense tracker
Mortgage Payoff Calculator | Google Sheets Template | Early Loan Repayment | Amortization Schedule Spreadsheet,https://www.etsy.com/listing/1819884123/mortgage-payoff-calculator-google-sheets,TalkMoneyWithChrista,https://www.etsy.com/shop/TalkMoneyWithChrista,1.00,22,22,0,134,6,20 Mo.,33,0,3410,,20,51,3.93,134,"mortgage payoff,mortgage calculator,googlesheetstemplate,home loan tracker,amortizationschedule,mortgage spreadsheet,early loan payoff,debt payoff tracker,mortgage tracker,extra payment calc,financial planner,interest calculator,digital download",mortgage payoff,mortgage calculator,googlesheetstemplate,home loan tracker,amortizationschedule,mortgage spreadsheet,early loan payoff,debt payoff tracker,mortgage tracker,extra payment calc,financial planner,interest calculator,digital download
"Mortgage Reminder Stickers (1/2&quot; each), Planner Stickers, Bill and Chore Stickers for Calendars, Planners, Scrapbooks, Crafts and more",https://www.etsy.com/listing/519569237/mortgage-reminder-stickers-12-each,frannielambstickers,https://www.etsy.com/shop/frannielambstickers,3.99,5,20,-100,462,94,112 Mo.,488,1,4001,Paper & Party Supplies,112,0,11.55,166558,"planner stickers,stickers,kawaii stickers,cute stickers,reminder stickers,mortgage due sticker,mortgage stickers,bill due stickers,icon stickers,bill stickers,chore stickers,craft stickers",planner stickers,stickers,kawaii stickers,cute stickers,reminder stickers,mortgage due sticker,mortgage stickers,bill due stickers,icon stickers,bill stickers,chore stickers,craft stickers,--
2007-8~~Monthly Sub Due Dots Planner Stickers.,https://www.etsy.com/listing/1158469579/2007-8monthly-sub-due-dots-planner,PlanToPlan,https://www.etsy.com/shop/PlanToPlan,3.25,5,16,0,47,9,54 Mo.,39,0,381,Paper & Party Supplies,126,0,12.34,319985,"planner stickers,reminder stickers,appointment stickers,tracker stickers,functional stickers,plantoplan,bill due stickers,cellphone stickers,mortgage stickers,college stickers,student loan sticker,monthly sub sticker,erin condren",planner stickers,reminder stickers,appointment stickers,tracker stickers,functional stickers,plantoplan,bill due stickers,cellphone stickers,mortgage stickers,college stickers,student loan sticker,monthly sub sticker,erin condren
1326-1~~Mortgage Due Boxes Planner Stickers.,https://www.etsy.com/listing/1504526803/1326-1mortgage-due-boxes-planner,PlanToPlan,https://www.etsy.com/shop/PlanToPlan,3.25,5,16,0,31,6,37 Mo.,30,0,237,Paper & Party Supplies,126,0,13.08,319985,"planner stickers,reminder stickers,appointment stickers,tracker stickers,functional stickers,plantoplan,bill due stickers,quarter boxes,to do stickers,mortgage stickers,rent due stickers,erin condren,hobonichi stickers",planner stickers,reminder stickers,appointment stickers,tracker stickers,functional stickers,plantoplan,bill due stickers,quarter boxes,to do stickers,mortgage stickers,rent due stickers,erin condren,hobonichi stickers
1326-12~~Trash Bill Due Boxes Planner Stickers.,https://www.etsy.com/listing/1490349088/1326-12trash-bill-due-boxes-planner,PlanToPlan,https://www.etsy.com/shop/PlanToPlan,3.25,5,16,0,26,5,37 Mo.,28,0,106,Paper & Party Supplies,126,0,24.53,319985,"planner stickers,reminder stickers,appointment stickers,tracker stickers,functional stickers,plantoplan,bill due stickers,quarter boxes,to do stickers,mortgage stickers,rent due stickers,trash due stickers,trash bill stickers",planner stickers,reminder stickers,appointment stickers,tracker stickers,functional stickers,plantoplan,bill due stickers,quarter boxes,to do stickers,mortgage stickers,rent due stickers,trash due stickers,trash bill stickers
Debt Snowball Spreadsheet | Debt Payoff Calculator | Google Sheets Debt Tracker | Financial Planner | Debt Payment | Dave Ramsey | Debt Free,https://www.etsy.com/listing/1207384729/debt-snowball-spreadsheet-debt-payoff,PLANCONCEPT,https://www.etsy.com/shop/PLANCONCEPT,8.05,2,16,0,450,55,51 Mo.,198,1,6172,Paper & Party Supplies,52,42,7.29,70454,"budget spreadsheet,budget template,spreadsheet template,beige template,debt snowball,dave ramsey,debt tracker,google sheets,budget tracker,mortgage tracker,debt calculator,finance planner,debt payoff",budget spreadsheet,budget template,spreadsheet template,beige template,debt snowball,dave ramsey,debt tracker,google sheets,budget tracker,mortgage tracker,debt calculator,finance planner,debt payoff
Mortgage Calculator - Real Estate Planning and Amortization,https://www.etsy.com/listing/1793508826/mortgage-calculator-template-real-estate,WealthMavenTemplates,https://www.etsy.com/shop/WealthMavenTemplates,8.00,2,16,-100,357,28,21 Mo.,294,1,12326,,44,100,2.9,4910,"mortgage calculator,real estate,amortization,loan tracker,debt schedule,property planning,home buying,google sheets,finance planner,digital download,wealth maven,investment tool,house budget",mortgage calculator,real estate,amortization,loan tracker,debt schedule,property planning,home buying,google sheets,finance planner,digital download,wealth maven,investment tool,house budget
Debt Payoff Tracker Google Sheets Debt Snowball Avalanche Calculator Spreadsheet Credit Card Loan Mortgage Payoff Debt Free Planner,https://www.etsy.com/listing/4356961897/debt-payoff-tracker-google-sheets-debt,ByTwoSistersAndCo,https://www.etsy.com/shop/ByTwoSistersAndCo,3.98,4,16,0,19,1,11 Mo.,4,0,216,Paper & Party Supplies,12,0,8.8,62,"debt google sheets,debt spreadsheet,snowball calculator,debt avalanche,mortgage payoff,debt payoff tracker,financial planner,budget planner,credit card debt,snowball method,loan payoff tracker,credit utilization,subscription tracker",debt google sheets,debt spreadsheet,snowball calculator,debt avalanche,mortgage payoff,debt payoff tracker,financial planner,budget planner,credit card debt,snowball method,loan payoff tracker,credit utilization,subscription tracker
Mortgage Due Script Planner Stickers  (Budget Tracking and Monthly Finance Stickers),https://www.etsy.com/listing/904500693/mortgage-due-script-planner-stickers,SparkleShineStudios,https://www.etsy.com/shop/SparkleShineStudios,3.95,4,16,0,48,11,68 Mo.,66,0,950,Paper & Party Supplies,84,0,5.05,83820,"mortgage due,household bills,pay bill,stalogy,b6,happy planner,bullet journal,bible journaling,hobonichi weeks,budgeting,finances,bill due,planner stickers",mortgage due,household bills,pay bill,stalogy,b6,happy planner,bullet journal,bible journaling,hobonichi weeks,budgeting,finances,bill due,planner stickers
"House Savings Pay Bill Due Stickers | Piggy Bank Finance Budget Mortage Rent Hand Drawn for Bullet Journals, Planner, Traveler&#39;s Notebooks",https://www.etsy.com/listing/1207361111/house-savings-pay-bill-due-stickers,3YearsApart,https://www.etsy.com/shop/3YearsApart,3.00,5,15,0,4,1,51 Mo.,2,0,32,Paper & Party Supplies,103,0,12.5,4841,"planner stickers,bullet journal,hand drawn stickers,3 years apart,budget stickers,piggy bank stickers,finance stickers,house savings,house stickers,pay bill stickers,bill due stickers,mortgage stickers,rent stickers",planner stickers,bullet journal,hand drawn stickers,3 years apart,budget stickers,piggy bank stickers,finance stickers,house savings,house stickers,pay bill stickers,bill due stickers,mortgage stickers,rent stickers
"Mortgage Payoff Calculator Excel Google Sheets, Early Payoff Tracker, Extra Payment Amortization Schedule, Refinance Bi-Weekly Analyzer",https://www.etsy.com/listing/4521174310/mortgage-payoff-calculator-spreadsheet,SheetLoomStudio,https://www.etsy.com/shop/SheetLoomStudio,13.99,1,14,0,0,1,1 Mo.,1,1,28,Paper & Party Supplies,6,0,0.0,1,"mortgage payoff,mortgage calculator,early payoff tracker,amortization sheet,extra payment calc,debt free planner,biweekly payment,interest saved calc,mortgage spreadsheet,home loan tracker,payoff schedule,excel mortgage,pay off mortgage",mortgage payoff,mortgage calculator,early payoff tracker,amortization sheet,extra payment calc,debt free planner,biweekly payment,interest saved calc,mortgage spreadsheet,home loan tracker,payoff schedule,excel mortgage,pay off mortgage
"10K House Savings Tracker Printable: A4, A5, Letter Sizes (PDF Download",https://www.etsy.com/listing/4322544862/10k-house-savings-tracker-printable-a4,thedandyplanner,https://www.etsy.com/shop/thedandyplanner,2.65,5,13,200,10,1,13 Mo.,2,0,25,,72,0,40.0,4717,"a4 printable,a5 printable,letter printable,planner printable,minimalist planner,snowball dept,expense tracker,finances trackers,house savings,home savings,mortgage savings,house tracker,home tracker",a4 printable,a5 printable,letter printable,planner printable,minimalist planner,snowball dept,expense tracker,finances trackers,house savings,home savings,mortgage savings,house tracker,home tracker
Debt Avalanche Spreadsheet Google Sheets Debt Payoff Tracker Debt Avalanche Calculator Student Loan Payoff Mortgage Debt Payoff,https://www.etsy.com/listing/1665985994/debt-avalanche-spreadsheet-google-sheets,ExpertEasePro,https://www.etsy.com/shop/ExpertEasePro,4.99,2,10,100,10,1,29 Mo.,5,0,530,Paper & Party Supplies,35,0,1.89,5332,"debt payoff,debt tracker,student loan payoff,mortgage payoff,debt repayment,personal finance,debt track template,debt payoff planner,loan payoff template,debt repayment sheet,avalanche debt,debt avalanche,avalnche method",debt payoff,debt tracker,student loan payoff,mortgage payoff,debt repayment,personal finance,debt track template,debt payoff planner,loan payoff template,debt repayment sheet,avalanche debt,debt avalanche,avalnche method
Mortgage Payoff Calculator Google Sheets Template Early Loan Repayment Tracker Amortization Schedule Home Loan Interest Savings Spreadsheet,https://www.etsy.com/listing/4360002451/mortgage-payoff-calculator-google-sheets,ArdentWorkshop,https://www.etsy.com/shop/ArdentWorkshop,9.95,1,10,0,1,2,11 Mo.,5,0,652,,18,25,0.15,1845,"mortgage payoff,mortgage pay off,loan payoff tracker,mortgage spreadsheet,mortgage calculator,debt spreadsheet,debt payoff tracker,amortization,debt tracker,loan calculator,financial planner,loan google sheets,debt google sheets",mortgage payoff,mortgage pay off,loan payoff tracker,mortgage spreadsheet,mortgage calculator,debt spreadsheet,debt payoff tracker,amortization,debt tracker,loan calculator,financial planner,loan google sheets,debt google sheets
Budget Spreadsheet | Debt Snowball Tracker Google Sheets | Debt Payoff Expense Finance Spreadsheet | Budget Personal Template,https://www.etsy.com/listing/1748619513/debt-snowball-tracker-google-sheets-debt,PLANCONCEPT,https://www.etsy.com/shop/PLANCONCEPT,8.05,1,8,0,1,0,25 Mo.,7,0,69,Paper & Party Supplies,52,0,1.45,70454,"budget spreadsheet,budget planner,debt payoff tracker,debt snowball,debt tracker,budget template,google sheets budget,digital budget,financial planner,budget tracker,mortgage tracker,debt calculator,expense tracker",budget spreadsheet,budget planner,debt payoff tracker,debt snowball,debt tracker,budget template,google sheets budget,digital budget,financial planner,budget tracker,mortgage tracker,debt calculator,expense tracker
Budget Spreadsheet | Debt Payoff Tracker Google Sheets | Snowball Avalanche Calculator (Digital Download),https://www.etsy.com/listing/1734436570/debt-payoff-tracker-google-sheets-debt,PLANCONCEPT,https://www.etsy.com/shop/PLANCONCEPT,8.05,1,8,0,18,0,25 Mo.,17,0,497,Paper & Party Supplies,52,0,3.62,70454,"budget spreadsheet,budget planner,debt payoff tracker,debt snowball,debt tracker,budget template,google sheets budget,digital budget,financial planner,budget tracker,mortgage tracker,debt calculator,expense tracker",budget spreadsheet,budget planner,debt payoff tracker,debt snowball,debt tracker,budget template,google sheets budget,digital budget,financial planner,budget tracker,mortgage tracker,debt calculator,expense tracker
Debt Payoff Tracker Debt Snowball Excel Debt Avalanche Calculator Google Sheets Credit Card Loan Tracker Credit Card Payoff Mortgage Payment,https://www.etsy.com/listing/4473989540/debt-payoff-tracker-debt-snowball-excel,PrioriDigitalStudio,https://www.etsy.com/shop/PrioriDigitalStudio,7.10,1,7,-100,7,2,4 Mo.,6,1,129,Paper & Party Supplies,40,0,5.43,167903,"debt google sheets,debt spreadsheet,debt payoff tracker,personal finance,mortgage payoff,debt snowball excel,debt tracker excel,snowball calculator,student loan payoff,credit card debt,financial planner,debt avalanche,budget planner",debt google sheets,debt spreadsheet,debt payoff tracker,personal finance,mortgage payoff,debt snowball excel,debt tracker excel,snowball calculator,student loan payoff,credit card debt,financial planner,debt avalanche,budget planner
Debt Payoff Tracker Debt Snowball Excel Debt Avalanche Calculator Google Sheets Credit Card Loan Tracker Mortgage Payoff Dark Mode Finance,https://www.etsy.com/listing/4473980435/debt-payoff-tracker-debt-snowball-excel,PrioriDigitalStudio,https://www.etsy.com/shop/PrioriDigitalStudio,7.10,1,7,-100,10,1,4 Mo.,7,0,207,Paper & Party Supplies,40,25,4.83,167903,"debt google sheets,debt spreadsheet,debt payoff tracker,personal finance,mortgage payoff,debt snowball excel,debt tracker excel,snowball calculator,student loan payoff,credit card debt,financial planner,debt avalanche,budget planner",debt google sheets,debt spreadsheet,debt payoff tracker,personal finance,mortgage payoff,debt snowball excel,debt tracker excel,snowball calculator,student loan payoff,credit card debt,financial planner,debt avalanche,budget planner
